Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?,Country,Continent,Department 1,Department 2,Level
NUS Business School,Aarhus School of Business,460132U083,CORPORATE VALUATION,10,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,BIZ-DO-ZXY1459,Corporate Valuation and Value Creation,10,,,,FIN3761X,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4120000000,CROSS CULTURAL NEGOTIATION,10,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4120000000,CROSS CULTURAL NEGOTIATION,10,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4120000000,CULTURAL THEORY & ANALYSIS,5,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460171U001,Digital Marketing,5,,,,MKT3714,Marketing in a Digital Age,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460161U010,Entrepreneurship & Business Planning,10,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460151U032,FINANCE,5,,,,FIN2704,Finance,4,,,,Y,Denmark,Europe,FIN,,2
NUS Business School,Aarhus School of Business,460151U032,FINANCE,5,,,,FIN2704X,Finance,4,,,,Y,Denmark,Europe,FIN,,2
NUS Business School,Aarhus School of Business,462000000,FINANCE I,5,,,,FIN2704X,Finance,4,,,,Y,Denmark,Europe,FIN,,2
NUS Business School,Aarhus School of Business,462000000,FINANCE I,5,,,,FIN2704,Finance,4,,,,Y,Denmark,Europe,FIN,,2
NUS Business School,Aarhus School of Business,4621010048,Finance II,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4620000000,FINANCIAL ACCOUNTING,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4.60E+15,FINANCIAL ACCOUNTING,10,,,,FIN3761X,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,460141U009,FINANCIAL ACCOUNTING,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4.60E+15,FINANCIAL ACCOUNTING,10,,,,FIN3761Y,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,460122U070,GAME THEORY,5,,,,MKT3812,Game Theory & Strat. Analysis,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,BIZ-DO-ZXY1462,Global Financial Crisis,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,410141U012,GLOBAL MARKETING FOR EUROPEAN BUSINESS,5,,,,MKT3761Y,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,410141U012,GLOBAL MARKETING FOR EUROPEAN BUSINESS,5,,,,MKT3761X,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,BIZ-DO-ZXY1461,Global Project Financing,10,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4120000000,HUMAN RESOURCE MANAGEMENT,5,,,,MNO3701,Human Capital Management,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460151U028,INDUSTRIAL MARKETING (B2B MARKETING),10,,,,MKT3715,Business-to-Business Mkting,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460151U015,INDUSTRIAL ORGANISATION AND STRATEGY,10,,,,BSP3701,Strategic Management,4,,,,Y,Denmark,Europe,BSP,,3
NUS Business School,Aarhus School of Business,462000000,INNOVATION AND ENTREPRENEURSHIP,10,,,,MKT3717,Product & Brand Management,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,4620710105,Innovation and Entrepreneurship,10,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,412000000,INTEGRATED MARKETING COMMUNICATION,10,,,,MKT3718,Advertising & Promotion Mgt,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460161U021,Intercultural Communication,5,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4620000000,INTERCULTURAL COMMUNICATION,5,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460152U072,INTERNATIONAL BUSINESS FINANCE,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4.60E+130,INTERNATIONAL CORPORATE FINANCE,5,,,,FIN3711,International Financial Mgt,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4620710079,INTERNATIONAL LABOUR MARKETS,5,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460161U075,International Labour Markets,5,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,461152U061,International Management,10,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4620000000,INTERNATIONAL MARKETING,5,,,,MKT3721,Global Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,30813,Internet Rhetoric for Corporate Communication,5,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,30813,Internet Rhetoric for Corporate Communication,5,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460181U008,INVESTMENTS,5,,,,FIN3702,Inv. Analysis & Portfolio Mgt,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,460181U005,Investments and Corporate Finance,5,,,,FIN3761Y,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4620000000,MANAGEMENT OF CHANGE,5,,,,MNO3761Z,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460152U065,Managing Marketing Channels and Relationships,10,,,,MKT3761Z,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,410131U010,MARKETING AND CONSUMER BEHAVIOUR,10,,,,MKT3702,Consumer Behaviour,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460152U013,Marketing Communication,5,,,,MKT3761Z,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,4620000000,MARKETING MANAGEMENT,5,,,,MKT3701,Marketing Strategy: Analysis a,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,46015U018,MARKETING MANAGEMENT,10,,,,MKT1705,Principles of Marketing,4,,,,Y,Denmark,Europe,MKT,,1
NUS Business School,Aarhus School of Business,46015U018,MARKETING MANAGEMENT,10,,,,MKT1705X,Principles of Marketing,4,,,,Y,Denmark,Europe,MKT,,1
NUS Business School,Aarhus School of Business,460142U016,MODELLING AND SOLVING DISCRETE OPTIMIZATION PROBLEMS WITHIN LOGISTICS,5,,,,DOS3761X,Topics in Operations & SCM,4,,,,Y,Denmark,Europe,DOS,,3
NUS Business School,Aarhus School of Business,4620000000,ONLINE MARKETING,5,,,,MKT3714,Marketing in a Digital Age,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460151U030,OPERATIONS MANAGEMENT,10,,,,DAO2703,Operations and Technology Mana,4,,,,Y,Denmark,Europe,DAO,,2
NUS Business School,Aarhus School of Business,460161U081  ,Organisational Design,5,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,462000000,ORGANIZATIONAL THEORY,10,,,,MNO3761Y,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4120610103,PUBLIC RELATIONS,10,,,,MKT3761Y,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,460152U043,Securities Markets,5,,,,FIN3761X,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,460161U053,Seminar in Global Business,5,,,,MNO3761X,Topics in L&HCM,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,460121U029,SERVICE MARKETING,5,,,,MKT3711,Services Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,4121020010,Social Networking Marketing Strategies,10,,,,MKT3761Y,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
NUS Business School,Aarhus School of Business,420161U012,STRATEGIC MANAGEMENT,5,,,,BSP3701,Strategic Management,4,,,,Y,Denmark,Europe,BSP,,3
NUS Business School,Aarhus School of Business,4620610064,STRATEGIC MANAGEMENT AND ORGANIZATION,5,,,,BSP3701,Strategic Management,4,,,,Y,Denmark,Europe,BSP,,3
NUS Business School,Aarhus School of Business,460131U011,STRATEGY,5,,,,BSP3701,Strategic Management,4,,,,Y,Denmark,Europe,BSP,,3
NUS Business School,Aarhus School of Business,4621010039,SUSTAINABLE ECONOMICS,5,,,,FIN3761Y,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,4630000000,THE ECONOMICS OF HUMAN RESOURCES,5,,,,MNO3701,Human Capital Management,4,,,,Y,Denmark,Europe,MNO,,3
NUS Business School,Aarhus School of Business,4620810028,"TOTAL QUALITY MANAGEMENT, LEAN AND SIX SIGMA",5,,,,DOS3761Z,Topics in Operations & SCM,4,,,,Y,Denmark,Europe,DOS,,3
NUS Business School,Aarhus School of Business,4621010060,Trade and International Economics,5,,,,FIN3761Z,Topics in Finance,4,,,,Y,Denmark,Europe,FIN,,3
NUS Business School,Aarhus School of Business,BIZ-DO-ZXY1463,"Youth, Media and Consumption",5,,,,MKT3761Z,Topics in Marketing,4,,,,Y,Denmark,Europe,MKT,,3
Faculty of Science,Aarhus University,250172U019,Advanced Convex Optimization,10,,,,DSA3102,Essential Data Analytics Tool,4,,,,Y,Denmark,Europe,DSA,,3
Faculty of Science,Aarhus University,250182U002,Advanced R Programming for Statistical Applications,5,,,,ST3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,ST,,3
School of Computing,Aarhus University,240172U082,Advanced Wireless Communication,5,,,,CS4222,Wireless Networking,4,,,,N,Denmark,Europe,CS,,4
Faculty of Science,Aarhus University,255122U008,Applied Structural Biology,5,,,,LSM4231,Structural Biology,4,,,,Y,Denmark,Europe,LSM,,4
Faculty of Science,Aarhus University,225141U008,Atomic and Molecular Physics,5,,,,PC1144,Introduction to Modern Physics,4,,,,Y,Denmark,Europe,PC,,1
Faculty of Science,Aarhus University,215111U001,Behavioural Biology,10,,,,LSM3267,Behavioural Biology,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,215142U001,Biogeography and Macroecology,10,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,255142U004,Bioinformatics Analysis of Genomics Data,5,,,,LSM3241,Genomic Data Analysis,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,260132U001,Biomaterials,5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,250131U005,COMPLEX ANALYSIS,5,,,,MA3111,Complex Analysis I,4,,,,Y,Denmark,Europe,MA,,3
School of Computing,Aarhus University,CS220171U005,Computability and Logic,5,,,,CS4232,Theory of Computation,4,,,,N,Denmark,Europe,CS,,4
Faculty of Engineering,Aarhus University,BSS,"Consulting Frameworks, International PMOs and Project Management",10,,,,IE4240,Project Management,4,,,,Y,Denmark,Europe,IE,,4
School of Computing,Aarhus University,220172U006,Cryptology,10,,,,CS4236,Cryptography Theory & Practice,4,,,,N,Denmark,Europe,CS,,4
School of Computing,Aarhus University,CS220171U012,Deployment and Uses of Databases,5,,,,CS3223,Database Systems Implementatio,4,,,,,Denmark,Europe,CS,,3
School of Computing,Aarhus University,520172U016,Designing Interactive Technologies,10,,,,CS3240,Interaction Design,4,,,,,Denmark,Europe,CS,,3
Faculty of Science,Aarhus University,215111U034,Ecophysiology,10,,,,LSM3214,Human Physio-Hormones & Hlth,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,215151U006,Evolutionary Genetics,5,,,,LSM3272,Global Change Biology,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,255112U004,Experimental Project on Host-Microbe Interactions,5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
School of Computing,Aarhus University,220171U002,Foundations of Algorithms and Data Structures,5,,,,CS3230,Design & Analysis of Algorithm,4,,,,N,Denmark,Europe,CS,,3
Faculty of Science,Aarhus University,215131U003,Geographic Information Systems (GIS),5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,215111U018,GIS Modelling,5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
School of Computing,Aarhus University,CS220171U012,Implementation and Applications of Databases,5,,,,CS2102,Database Systems,4,,,,N,Denmark,Europe,CS,,2
School of Computing,Aarhus University,CS220171U011,Introduction to Databases,5,,,,CS2102,Database Systems,4,,,,N,Denmark,Europe,CS,,2
School of Computing,Aarhus University,220171U034,Introduction to Human-Computer Interaction,10,,,,CS3240,Interaction Design,4,,,,N,Denmark,Europe,CS,,3
School of Computing,Aarhus University,220164U003,IT Security and Cryptography in Practice,5,,,,CS3235,Computer Security,4,,,,N,Denmark,Europe,CS,,3
School of Computing,Aarhus University,220171U007,Machine Learning,10,,,,CS3244,Machine Learning,4,,,,N,Denmark,Europe,CS,,3
Faculty of Engineering,Aarhus University,FOE-ISE-ZXY1001,Management Information Systems (English),10,,,,IE4241,"Work,Technology & Organization",4,,,,Y,Denmark,Europe,IE,,4
Faculty of Science,Aarhus University,255141U004,Medical Genome Analysis,5,,,,LSM3241,Genomic Data Analysis,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,250112U051,Metaheuristics for Combinatorial Optimization,10,,,,MA4260,Stochastic Operations Research,4,,,,Y,Denmark,Europe,MA,,4
Faculty of Science,Aarhus University,215141U004,Microbial Element Cycling,5,,,,LSM3264,Environmental Biochemistry,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,215141U013,Microbiology: Microbial physiology & identification,10,,,,LSM3232,Microbiology,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,260142U003,Molecular Biophysics,5,,,,LSM3243,Molecular Biophysics,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,255112U013,Molecular Embryology,10,,,,LSM3233,Developmental Biology,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,255131U002,Molecular Neurobiology,5,,,,LSM3215,Neuronal Signaling and Memory,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,250152U022,Monte Carlo Simuation,10,,,,ST3247,Simulation,4,,,,Y,Denmark,Europe,ST,,3
School of Computing,Aarhus University,220172U017,Multimodal Interaction,10,,,,CS3240,Interaction Design,4,,,,N,Denmark,Europe,CS,,3
Faculty of Science,Aarhus University,260112U009,Nanomedicine,5,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,255152U006,Neurobiology,10,,,,LSM3215,Neuronal Signaling and Memory,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Engineering,Aarhus University,460151U030,Operations Management,10,,,,IE4017,Department Exchange Module,7,,,,Y,Denmark,Europe,IE,,4
Faculty of Science,Aarhus University,460152U102,OPTIMISATION METHODS,5,,,,MA4254,Discrete Optimization,4,,,,Y,Denmark,Europe,MA,,4
School of Computing,Aarhus University,220171U008,Optimization,10,,,,CS4234,Optimisation Algorithms,4,,,,,Denmark,Europe,CS,,4
School of Computing,Aarhus University,461131U031,Programming in Quantitative Economics,5,,,,BT3102,Computational Methods for Busi,4,,,,,Denmark,Europe,BT,,3
School of Computing,Aarhus University,CS220171U004,Programming Languages,5,,,,CS2104,Programming Language Concepts,4,,,,N,Denmark,Europe,CS,,2
Faculty of Engineering,Aarhus University,FOE-ISE-ZXY1000,Six Sigma Design and Innovation (English),10,,,,IE4054,Exchange Elective,4,,,,Y,Denmark,Europe,IE,,4
School of Computing,Aarhus University,CS220171U013,The Web of Things,5,,,,CS3226,Web Programming and Applicatio,4,,,,N,Denmark,Europe,CS,,3
Faculty of Science,Aarhus University,205142U004,Tree of Life 1 - Phylogenetics,5,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Aarhus University,205162U001,Tree of Life 2 - Population and Evolutionary Genomics,5,,,,LSM3252,Evolutn & Comparative Genomics,4,,,,Y,Denmark,Europe,LSM,,3
Faculty of Science,Amsterdam University College,900363SCIY,CARDIOVASCULAR DISEASES,6,,,,LSM3212,Human Physio:Cardiopulmon Syst,4,,,,Y,Netherlands,Europe,LSM,,3
Faculty of Science,Amsterdam University College,900352SCIY,Conservation and Restoration Biology,6,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,Netherlands,Europe,LSM,,3
Faculty of Science,Amsterdam University College,900242SCIY,Medicinal Chemistry,6,,,,CM4271,MEDICINAL CHEMISTRY,4,,,,Y,Netherlands,Europe,CM,,4
Faculty of Science,Amsterdam University College,900364SCIY,NEUROSCIENCE,6,,,,LSM3215,Neuronal Signaling and Memory,4,,,,Y,Netherlands,Europe,LSM,,3
Faculty of Science,Amsterdam University College,900271SCIY,Nutrition and Health,6,,,,FST2991,Exchange Enrichment Module,4,,,,Y,Netherlands,Europe,FST,,2
Faculty of Science,Amsterdam University College,900161SCIY,THE HUMAN BODY - ANATOMY & PHYSIOLOGY,6,,,,LSM2212,Human Anatomy,4,,,,Y,Netherlands,Europe,LSM,,2
Faculty of Science,Amsterdam University College,900236SCIY,THERMODYNAMICS,6,,,,CM1131,Physical Chemistry 1,4,,,,Y,Netherlands,Europe,CM,,1
NUS Business School,Arizona State University,FIN361,ADVANCED MANAGERIAL FINANCE,3,,,,FIN3701,Corporate Finance,4,,,,Y,United States of America,Americas,FIN,,3
Faculty of Science,Arizona State University,BIO 331,Animal Behavior,3,,,,LSM3267,Behavioural Biology,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Arizona State University,BIO 360,Animal Physiology,3,,,,LSM3212,Human Physio:Cardiopulmon Syst,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Arizona State University,BIO 302,Cancer - Mother of All Diseases,3,,,,LSM3991,Exchange Enrichment Module,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Arizona State University,BIO 461,Comparative Animal Physiology,3,,,,LSM3262,Comparative Animal Physiology,4,,,,Y,United States of America,Americas,LSM,,3
School of Computing,Arizona State University,CIS401,Cyber Risk Management,3,,,,IS4231,Information Security Mgmt,4,,,,,United States of America,Americas,IS,,4
School of Computing,Arizona State University,CSE310,Data Structures and Algorithms,3,,,,CS2040,Data Structures and Algorithms,4,,,,,United States of America,Americas,CS,,2
School of Computing,Arizona State University,CSE412,Database Management,3,,,,CS2102,Database Systems,4,,,,,United States of America,Americas,CS,,2
School of Computing,Arizona State University,CSE 510,Database Management System Implementation,3,,,,CS3223,Database Systems Implementatio,4,,,,,United States of America,Americas,CS,,3
School of Computing,Arizona State University,ACO320,Database Systems,3,,,,CS2102,Database Systems,4,,,,,United States of America,Americas,CS,,2
NUS Business School,Arizona State University,FIN427,DERIVATIVE SECURITIES AND RISK MANAGEMENT,3,,,,FIN3712,Options and Futures,4,,,,Y,United States of America,Americas,FIN,,3
School of Computing,Arizona State University,CSE450,Design and Analysis of Algorithms,3,,,,CS3230,Design & Analysis of Algorithm,4,,,,,United States of America,Americas,CS,,3
Faculty of Science,Arizona State University,BIO 351,Developmental Biology,3,,,,LSM3233,Developmental Biology,4,,,,Y,United States of America,Americas,LSM,,3
School of Computing,Arizona State University,MAT243,Discrete Structures,3,,,,CS1231,Discrete Structures,4,,,,Y,United States of America,Americas,CS,,1
Faculty of Science,Arizona State University,CHM231,ELEMENTARY ORGANIC CHEMISTRY,3,,,,CM1121,Organic Chemistry 1,4,,,,Y,United States of America,Americas,CM,,1
Faculty of Science,Arizona State University,BIO 462,Endocrine Physiology,3,,,,LSM3214,Human Physio-Hormones & Hlth,4,,,,Y,United States of America,Americas,LSM,,3
NUS Business School,Arizona State University,FIN331,FINANCIAL MARKETS & INSTITUTIONS,3,,,,FIN3703,Financial Markets,4,,,,Y,United States of America,Americas,FIN,,3
School of Computing,Arizona State University,CSE466,Frontier approaches of control science,3,,,,CS3235,Computer Security,4,,,,,United States of America,Americas,CS,,3
Faculty of Science,Arizona State University,BIO 440,Functional Genomics,3,,,,LSM4241,Functional Genomics,4,,,,Y,United States of America,Americas,LSM,,4
Faculty of Science,Arizona State University,BIO 386,General Entomology,4,,,,LSM3265,Entomology,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Science,Arizona State University,GPH 314,Global Change,3,,,,LSM3272,Global Change Biology,4,,,,Y,United States of America,Americas,LSM,,3
Faculty of Engineering,Arizona State University,IEE437,Human Factors Engineering,3,,,,IE3250,Human Factors Engineering,4,,,,Y,United States of America,Americas,IE,,3
School of Computing,Arizona State University,IFT433,Intermediate DB Mgmt Systems,3,,,,CS2102,Database Systems,4,,,,,United States of America,Americas,CS,,2
NUS Business School,Arizona State University,FIN456,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3711,International Financial Mgt,4,,,,Y,United States of America,Americas,FIN,,3
School of Computing,Arizona State University,CSE471,Introduction to Artificial Intelligence,3,,,,CS3243,Introduction to Artificial Int,4,,,,,United States of America,Americas,CS,,3
School of Computing,Arizona State University,CSE494,Introduction to Machine Learning,3,,,,CS3244,Machine Learning,4,,,,N,United States of America,Americas,CS,,3
